序列,title,rate,style1,style2,h-0,s-0,v-0,percent-0,hex-0,percent-1,hex-1,percent-2,hex-2,percent-3,hex-3,percent-4,hex-4,pic,url
95,遇人不熟,8.3,剧情,爱情,29,20,84,0.342867133,#D5BFAA,0.223076923,#6A8399,0.154825175,#3E3133,0.143286713,#E6BC5F,0.135944056,#CB624D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1709976573.jpg,https://movie.douban.com/subject/1459148/
96,杀手阿一,7.4,喜剧,犯罪,29,83,87,0.319090909,#DE7E25,0.270909091,#E9BB6A,0.21034965,#C44924,0.11,#7F422C,0.08965035,#211110,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2176702650.jpg,https://movie.douban.com/subject/1295629/
97,鳗鱼,7.9,剧情,犯罪,30,0,97,0.354335664,#F6F6F6,0.21020979,#726875,0.15993007,#F9FAF9,0.155944056,#F8F8F8,0.11958042,#FCFCFC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2204850715.jpg,https://movie.douban.com/subject/1303453/
98,福星小子2：绮丽梦中人,8.8,喜剧,动画,30,6,94,0.321678322,#F1EAE3,0.297972028,#173D79,0.19986014,#160F18,0.102167832,#7693B7,0.078321678,#B15323,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2294150554.jpg,https://movie.douban.com/subject/1467780/
99,红猪,8.4,爱情,动画,30,48,81,0.334055944,#CF9D6C,0.226433566,#413337,0.183916084,#D0C6C1,0.169300699,#566E99,0.086293706,#AC3D2B,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1637195728.jpg,https://movie.douban.com/subject/1291838/
100,哆啦A梦：大雄的宇宙开拓史,8.1,科幻,动画,30,66,92,0.340979021,#EA9D4F,0.263566434,#E48DAD,0.158461538,#E8E3DC,0.122097902,#616355,0.114895105,#2C71AC,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2520697979.jpg,https://movie.douban.com/subject/1458890/
101,东京家族,8.7,剧情,家庭,30,97,97,0.370979021,#F78006,0.243916084,#2C2922,0.184895105,#7C6A5E,0.145734266,#E1D5C9,0.054475524,#E5A153,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1805350599.jpg,https://movie.douban.com/subject/5996409/
102,蜡笔小新：决一胜负！逆袭的机器人爸爸,8.3,喜剧,动画,31,10,77,0.320559441,#C4BBB1,0.215384615,#4F3534,0.201118881,#D9B863,0.136223776,#CA5132,0.126713287,#425AA0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173344684.jpg,https://movie.douban.com/subject/25792824/
103,濑户内海,8.2,剧情,喜剧,31,10,87,0.408321678,#DDD2C7,0.230629371,#AF9E89,0.173286713,#171719,0.144755245,#5C5554,0.043006993,#DD4121,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2318231103.jpg,https://movie.douban.com/subject/26362351/
104,鬼婆,8.1,剧情,恐怖,31,24,32,0.341748252,#51483E,0.228391608,#E7DDCD,0.203006993,#40352F,0.122307692,#726456,0.104545455,#AD9C8C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2205524893.jpg,https://movie.douban.com/subject/1308657/
105,十三刺客,7.7,动作,动作,31,34,6,0.365734266,#0F0D0A,0.223216783,#B0CAC4,0.194335664,#413934,0.155944056,#7D7C75,0.060769231,#BC2518,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p656541463.jpg,https://movie.douban.com/subject/3726986/
106,天使之恋,7.4,剧情,,31,49,37,0.255174825,#5E472F,0.245034965,#30281A,0.206643357,#F3F1ED,0.164755245,#E99C59,0.128391608,#9B6647,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2211779255.jpg,https://movie.douban.com/subject/4196129/
107,浮云,8.6,剧情,爱情,32,1,95,0.22986014,#F2F1EF,0.215734266,#BDBCC0,0.202657343,#AC8176,0.178671329,#575A5C,0.173076923,#2E1F21,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319858048.jpg,https://movie.douban.com/subject/1298870/
108,暗金丑岛君2,7.9,剧情,喜剧,32,1,95,0.387342657,#F2F1F0,0.256573427,#16121C,0.174055944,#604E47,0.131538462,#ACA4A0,0.05048951,#C89F50,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2176802562.jpg,https://movie.douban.com/subject/25777594/
109,庸才,7.6,剧情,,32,2,97,0.22,#F8F6F3,0.204965035,#CCB9A4,0.201538462,#49442A,0.200979021,#817355,0.172517483,#AD986A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1466061928.jpg,https://movie.douban.com/subject/6123978/
110,小早川家之秋,8.4,剧情,,32,4,90,0.382657343,#E6E2DC,0.230839161,#AB957C,0.157062937,#55492F,0.153566434,#23211D,0.075874126,#864D59,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2392760803.jpg,https://movie.douban.com/subject/1306069/
111,天下霸道之剑,8.3,动画,动画,32,5,84,0.30979021,#D6D1CB,0.225384615,#AF977C,0.176573427,#3F3E4D,0.152307692,#A53027,0.135944056,#7B869C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p454024303.jpg,https://movie.douban.com/subject/1464451/
112,交响情人梦 最终乐章 前篇,8.5,剧情,喜剧,32,71,33,0.262097902,#553918,0.219370629,#926529,0.216713287,#CC9E42,0.207482517,#241B13,0.094335664,#D8C9AB,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p575387624.jpg,https://movie.douban.com/subject/3335463/
113,怒,7.7,剧情,爱情,33,2,92,0.25972028,#EAE8E6,0.221328671,#1C1C21,0.177062937,#4F4D4E,0.171048951,#704A36,0.170839161,#AA8567,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2399174377.jpg,https://movie.douban.com/subject/26279289/
114,大雄的怀念奶奶,9.4,动画,动画,33,13,54,0.253286713,#888177,0.238181818,#2D2940,0.206853147,#A83F35,0.167132867,#C38E44,0.134545455,#E8E5E0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2369337420.jpg,https://movie.douban.com/subject/10461356/
115,剑风传奇 黄金时代篇1：霸王之卵,8.3,剧情,动画,33,31,18,0.363916084,#2F2820,0.272027972,#674A38,0.159230769,#C1B7AF,0.108251748,#D99C73,0.096573427,#AB4F32,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1462854862.jpg,https://movie.douban.com/subject/5308201/
116,给桃子的信,8.1,剧情,动画,33,67,49,0.314755245,#7C5729,0.306433566,#3B3419,0.156993007,#F2ECEB,0.114615385,#CAAA6F,0.107202797,#9B7E87,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1498719087.jpg,https://movie.douban.com/subject/6010171/
117,8UPPERS FEATURE MUSIC FILM,9,剧情,,34,0,96,0.351048951,#F5F5F5,0.211258741,#1B1B1B,0.159020979,#F8F7F7,0.144965035,#FCFCFC,0.133706294,#FFFFFF,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1210671627.jpg,https://movie.douban.com/subject/6839118/
118,最后的食谱 麒麟之舌的记忆,7.3,剧情,,34,5,93,0.35020979,#ECE7E0,0.23965035,#D4B69D,0.163076923,#835640,0.148041958,#C78E53,0.099020979,#2C201D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2499251378.jpg,https://movie.douban.com/subject/26837951/
119,致亲爱的你,8.2,剧情,,34,6,91,0.264755245,#E8E3DC,0.250769231,#1C1812,0.211748252,#554B3C,0.150979021,#A0938B,0.121748252,#9E764B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1861030042.jpg,https://movie.douban.com/subject/6814906/
120,白兔糖,7.9,剧情,喜剧,34,16,92,0.275664336,#ECDBC6,0.22993007,#1B0F0C,0.226223776,#523127,0.211958042,#A77B6A,0.056223776,#DCCA4E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1787832904.jpg,https://movie.douban.com/subject/4935011/
121,肥皂泡,7.6,剧情,,35,1,98,0.451888112,#FAF8F6,0.192517483,#493D38,0.138461538,#937766,0.111258741,#CABEB7,0.105874126,#1F1D1D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2433662985.jpg,https://movie.douban.com/subject/26754512/
122,春天情书,8.4,剧情,爱情,35,1,98,0.417902098,#F9F9F8,0.19013986,#EAC4B2,0.138951049,#D4816F,0.128811189,#1D181D,0.124195804,#F03563,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2327619627.jpg,https://movie.douban.com/subject/1858233/
123,火影忍者剧场版：博人传,8.3,动作,动画,35,3,96,0.29041958,#F4F1ED,0.257692308,#B9B4BF,0.182797203,#7E7D90,0.182097902,#4B4147,0.086993007,#CB507D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2251539632.jpg,https://movie.douban.com/subject/26282448/
124,编舟记,8.5,剧情,,35,9,96,0.287622378,#F5ECE0,0.274755245,#313241,0.217902098,#CDA181,0.117342657,#684A40,0.102377622,#828286,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2045751135.jpg,https://movie.douban.com/subject/11500954/
125,福音战士新剧场版：破,9.2,剧情,动画,35,19,10,0.316013986,#191714,0.209300699,#651F18,0.207132867,#922015,0.175804196,#3B1715,0.091748252,#8C706B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1026522114.jpg,https://movie.douban.com/subject/2567646/
126,砂之女,8.4,剧情,,35,29,25,0.278951049,#3F372D,0.246223776,#B6B6AC,0.236923077,#151411,0.162727273,#78776F,0.075174825,#765F20,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2151938579.jpg,https://movie.douban.com/subject/1295812/
127,死者田园祭,8.9,剧情,,36,0,99,0.516503497,#FCFCFC,0.152377622,#8B7268,0.117622378,#903E35,0.109160839,#C5BBB9,0.104335664,#242123,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2158806405.jpg,https://movie.douban.com/subject/1366165/
128,东京塔,8.6,剧情,家庭,36,2,96,0.315594406,#F4F2EF,0.274895105,#181614,0.156013986,#472F24,0.132377622,#BC9B89,0.121118881,#5D655F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2177767108.jpg,https://movie.douban.com/subject/1855131/
129,袅袅夕阳情,8.4,剧情,,36,10,97,0.314895105,#F8EEE0,0.289300699,#FCF9E7,0.167132867,#221B13,0.133496503,#564F41,0.095174825,#B4957D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2031639015.jpg,https://movie.douban.com/subject/1298754/
130,祇园歌女,8.3,剧情,,47,18,77,0.282657343,#C5BDA1,0.226433566,#BC9772,0.203566434,#AF6548,0.15013986,#5C392C,0.137202797,#647C5E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2212864481.jpg,https://movie.douban.com/subject/1303602/
131,辉夜姬物语,8.3,动画,动画,37,1,99,0.285384615,#FDFCFA,0.283846154,#997D8F,0.255594406,#F4F0F0,0.087972028,#FDFCFA,0.087202797,#FDFCFA,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2155612579.jpg,https://movie.douban.com/subject/4099231/
132,鲁邦三世：血烟的石川五右卫门,8.4,动作,动画,37,5,90,0.301398601,#E5E1D9,0.283986014,#8D8D83,0.271048951,#313432,0.100979021,#7B2928,0.042587413,#D41F22,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2402101415.jpg,https://movie.douban.com/subject/26873005/
133,三眼神童,8.3,动画,动画,38,2,97,0.304475524,#F7F6F2,0.227552448,#E5C48C,0.178461538,#524F44,0.170559441,#D6D51F,0.118951049,#A14B1E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1011301686.jpg,https://movie.douban.com/subject/1860582/
134,二十四只眼睛,8.6,剧情,,38,4,86,0.43013986,#DAD7D0,0.187902098,#8F8982,0.183496503,#CEB394,0.150629371,#2E2C27,0.047832168,#24452A,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p939006179.jpg,https://movie.douban.com/subject/1306807/
135,浪客剑心：京都大火篇,7.7,动作,动作,38,20,93,0.327062937,#EDDBBD,0.185384615,#9C4625,0.173006993,#46281E,0.15979021,#95745F,0.154755245,#D7A56A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184443605.jpg,https://movie.douban.com/subject/24845115/
136,愚行录,7.7,剧情,犯罪,39,1,98,0.355244755,#F9F8F6,0.180629371,#835F54,0.171188811,#CA9984,0.166013986,#DBC4B8,0.126923077,#43322A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2373212772.jpg,https://movie.douban.com/subject/26751899/
137,第68届NHK红白歌会,8.3,音乐,,39,1,99,0.470909091,#FCFBF9,0.161958042,#D5B89C,0.130839161,#CC1E25,0.123706294,#251D1D,0.112587413,#745951,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2509629907.jpg,https://movie.douban.com/subject/27198137/
138,大佬,8.3,剧情,犯罪,39,23,77,0.439440559,#C3B497,0.238881119,#0F0E0E,0.128391608,#3D3836,0.099440559,#847C78,0.093846154,#C8C6C5,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1543377075.jpg,https://movie.douban.com/subject/1294181/
139,哪啊哪啊神去村,8.5,剧情,喜剧,39,35,54,0.333006993,#897859,0.262307692,#282B1D,0.165174825,#3B6533,0.144545455,#E2DDD1,0.094965035,#9CB76C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2214469584.jpg,https://movie.douban.com/subject/24741412/
140,海鸥食堂,8.3,剧情,喜剧,40,29,41,0.271748252,#685D4A,0.245104895,#71A2D9,0.224125874,#29292B,0.137762238,#BDAC93,0.121258741,#606E89,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p540502836.jpg,https://movie.douban.com/subject/1892578/
141,我出生了，但……,8.9,剧情,喜剧,41,8,92,0.477342657,#EBE4D7,0.191398601,#BEAA91,0.178251748,#302926,0.084475524,#9A958C,0.068531469,#5C5652,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1964113703.jpg,https://movie.douban.com/subject/1299360/
142,横道世之介,8.7,剧情,爱情,42,7,96,0.503496503,#F6F1E5,0.179160839,#D8CAB6,0.120979021,#473D36,0.101118881,#969C98,0.095244755,#B27F58,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1826486066.jpg,https://movie.douban.com/subject/10484041/
143,小花的味噌汤,7.5,剧情,,42,9,91,0.262587413,#E9E2D3,0.240699301,#E6A395,0.197762238,#987E63,0.180909091,#3E2920,0.118041958,#A76D37,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2265379759.jpg,https://movie.douban.com/subject/26277182/
144,山椒大夫,8.1,剧情,,42,22,89,0.340979021,#E2D3B1,0.237692308,#C08B6E,0.182237762,#422C23,0.151678322,#D68F40,0.087412587,#AA2D2D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2212860921.jpg,https://movie.douban.com/subject/1303573/
145,重力小丑,8,剧情,,43,8,86,0.326783217,#DCD7CB,0.263076923,#726E58,0.195944056,#1C1D1C,0.175944056,#A3C2CE,0.038251748,#2D3672,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p959347394.jpg,https://movie.douban.com/subject/3727653/
146,樱桃小丸子,8.9,动画,动画,43,12,87,0.358181818,#DFD8C5,0.244685315,#BA8D81,0.174055944,#454D67,0.122517483,#D55328,0.100559441,#E0BD5A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2380703550.jpg,https://movie.douban.com/subject/3091208/
147,黄昏的清兵卫,8.7,剧情,爱情,44,3,93,0.424755245,#EDEBE5,0.372797203,#E4E1D7,0.098181818,#C2B0A4,0.078531469,#9B7968,0.025734266,#221E1C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1529771932.jpg,https://movie.douban.com/subject/1307306/
148,东京日和,8.3,剧情,,44,20,89,0.377832168,#E3D7B5,0.30041958,#FDFCF5,0.154335664,#4E403E,0.144825175,#937D69,0.022587413,#DA4640,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p671006486.jpg,https://movie.douban.com/subject/1299607/
149,哆啦A梦：大雄的恐龙,7.7,动画,动画,44,61,36,0.264055944,#5C4D24,0.231118881,#CDAB53,0.231048951,#1D1715,0.203006993,#B55C27,0.070769231,#D2CAB7,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2190705581.jpg,https://movie.douban.com/subject/1865943/
150,周围的事,8.4,剧情,家庭,45,0,99,0.571538462,#FDFDFD,0.156643357,#E0DDDC,0.108041958,#A8ABAC,0.083076923,#4F4B56,0.080699301,#BF8262,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p624725042.jpg,https://movie.douban.com/subject/3105588/
151,悲伤的贝拉多娜,8.6,剧情,动画,45,9,69,0.327622378,#B1ADA1,0.231958042,#EAE4D7,0.181818182,#884E45,0.166573427,#9C8581,0.092027972,#A0A258,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p619682399.jpg,https://movie.douban.com/subject/1477317/
152,坏孩子的天空,8.4,剧情,,45,10,92,0.410839161,#EBE5D3,0.233776224,#EFECE5,0.214755245,#E3D1B8,0.071048951,#1E1617,0.06958042,#AA7C6D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2197513152.jpg,https://movie.douban.com/subject/1299062/
153,新世纪福音战士剧场版：死与新生,9.2,剧情,动画,45,32,10,0.298881119,#1B1812,0.252307692,#91331E,0.204685315,#50261C,0.135874126,#B8B2B2,0.108251748,#585061,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p454134242.jpg,https://movie.douban.com/subject/1455442/
154,细雪,8.1,剧情,爱情,46,1,94,0.548391608,#EFEEEC,0.151188811,#252422,0.122377622,#836554,0.105034965,#BBABA7,0.073006993,#6B6480,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2258271151.jpg,https://movie.douban.com/subject/1299777/
155,残菊物语,8.4,剧情,,46,2,8,0.488671329,#141413,0.16020979,#2C2C2B,0.147342657,#4C4B4A,0.106293706,#9F9F9F,0.097482517,#727272,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2360073734.jpg,https://movie.douban.com/subject/1293329/
156,律政英雄,8.1,剧情,,46,2,96,0.296153846,#F4F3F0,0.242027972,#423E36,0.162587413,#AFAAA3,0.161748252,#9E613F,0.137482517,#E4A87A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1176364620.jpg,https://movie.douban.com/subject/2042181/
157,椿三十郎,8.7,剧情,动作,46,3,91,0.328671329,#E7E6E0,0.218041958,#BAA08D,0.212447552,#2A201F,0.170979021,#735B50,0.06986014,#A63846,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2346574759.jpg,https://movie.douban.com/subject/1293310/
158,红鳉鱼,9,剧情,,46,74,89,0.404475524,#E2BA3B,0.201958042,#3F4432,0.189300699,#7F712D,0.166293706,#EFDF89,0.037972028,#993D21,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2315734512.jpg,https://movie.douban.com/subject/26266892/
159,X圣治,7.9,悬疑,犯罪,47,24,97,0.550839161,#F8EBBC,0.164895105,#BEB08E,0.130769231,#696553,0.121538462,#F9453C,0.031958042,#E35F4C,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2247111234.jpg,https://movie.douban.com/subject/1304665/
160,冰冷热带鱼,7.5,剧情,犯罪,47,27,15,0.353146853,#27241C,0.284685315,#464134,0.186153846,#71654F,0.12048951,#AE9A6C,0.055524476,#D6CCBD,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p931311610.jpg,https://movie.douban.com/subject/4830236/
161,轻音少女 剧场版,8.8,剧情,动画,47,37,80,0.321398601,#CCBC81,0.247272727,#6E614F,0.207272727,#C5B2A1,0.202867133,#28211A,0.021188811,#D9432D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2040458823.jpg,https://movie.douban.com/subject/5403927/
162,鸭子和野鸭子的投币式自动存放柜,8,剧情,,47,62,93,0.435454545,#ECCC59,0.351958042,#EED575,0.081118881,#835C30,0.075874126,#CBE0D8,0.055594406,#1A120F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p543147441.jpg,https://movie.douban.com/subject/2042186/
163,转转,8.5,喜剧,喜剧,47,72,94,0.550909091,#EFC942,0.202097902,#69461E,0.166923077,#B68832,0.046293706,#B54A17,0.033776224,#D6C59F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1111394339.jpg,https://movie.douban.com/subject/2263102/
164,情书,8.8,剧情,爱情,48,0,100,0.524405594,#FEFEFE,0.285944056,#0A0609,0.07951049,#433333,0.065314685,#E1C9C2,0.044825175,#AC7A6D,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p449897379.jpg,https://movie.douban.com/subject/1292220/
165,机动战士高达：逆袭的夏亚,9,剧情,动画,48,1,98,0.32993007,#F9F9F7,0.286223776,#30262D,0.183986014,#7B413C,0.122727273,#AB9598,0.077132867,#C2985B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p546980785.jpg,https://movie.douban.com/subject/1401536/
166,阿基里斯与龟,8.2,剧情,喜剧,48,26,81,0.289370629,#CDC299,0.216993007,#AE905C,0.209090909,#1F1612,0.189440559,#4C3020,0.095104895,#AC5E41,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194386594.jpg,https://movie.douban.com/subject/3039187/
167,樱桃小丸子 真人版1,8.4,喜剧,喜剧,48,73,94,0.418811189,#F0CE40,0.21979021,#D5BEB1,0.162937063,#1B1916,0.118881119,#CBBC6A,0.07958042,#AF554E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2509125890.jpg,https://movie.douban.com/subject/1917160/
168,杰尼斯跨年演唱会2015-2016,9.3,音乐,,49,3,98,0.582167832,#F9F8F1,0.183986014,#BAA6A5,0.111398601,#D55345,0.062027972,#F7D98D,0.06041958,#3E486D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2304716481.jpg,https://movie.douban.com/subject/26700736/
169,广播时间,8.6,喜剧,喜剧,49,33,83,0.466643357,#D3C68E,0.22048951,#BAA87E,0.142867133,#8B7860,0.087342657,#F0EEE2,0.082657343,#3E342F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p803245998.jpg,https://movie.douban.com/subject/1304626/
170,蒲公英,8.4,喜剧,喜剧,49,68,97,0.422167832,#F7D950,0.204055944,#DCA659,0.153916084,#786853,0.143216783,#D7D4C6,0.076643357,#E7692E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1967178623.jpg,https://movie.douban.com/subject/1294009/
171,浪客剑心 真人版,7.8,剧情,动作,50,0,99,0.384335664,#FCFCFC,0.24034965,#352E28,0.169090909,#B1AAA6,0.104545455,#FDFDFD,0.101678322,#FDFDFC,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1811862846.jpg,https://movie.douban.com/subject/6558801/
172,情热大陆 菅田将晖篇,8.9,记录,,50,26,11,0.361398601,#1C1B15,0.247482517,#D4BCA6,0.208741259,#15150C,0.147832168,#2F241C,0.034545455,#9B6B60,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2327324051.jpg,https://movie.douban.com/subject/26759566/
173,世界滞在记：18岁的小栗旬在西伯利亚,9.3,记录,,51,1,95,0.266643357,#F2F2F0,0.226853147,#685039,0.207062937,#928162,0.181888112,#34271E,0.117552448,#D8BD8A,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238186336.jpg,https://movie.douban.com/subject/26258817/
174,生日卡片,7.7,剧情,爱情,51,6,90,0.337762238,#E4E2D7,0.241958042,#362A25,0.204405594,#B37D5A,0.121118881,#6FA2B8,0.094755245,#567954,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2376882360.jpg,https://movie.douban.com/subject/26438851/
175,怪物之子,7.6,动作,动画,51,35,76,0.405944056,#C1B77D,0.202097902,#2992B0,0.19979021,#D4E3DD,0.131188811,#5D5449,0.060979021,#943E33,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2238784204.jpg,https://movie.douban.com/subject/26280710/
176,不求上进的玉子,7.3,喜剧,喜剧,52,8,97,0.365174825,#F9F6E5,0.322237762,#F4E9BA,0.146993007,#EBC87E,0.092307692,#AF8870,0.073286713,#D56342,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2164912258.jpg,https://movie.douban.com/subject/25704588/
177,凉宫春日的消失,9,喜剧,动画,52,11,88,0.366853147,#E0DDC8,0.23006993,#4E5252,0.179230769,#312D29,0.169440559,#7A7F7F,0.054405594,#B7745D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2246432125.jpg,https://movie.douban.com/subject/4074292/
178,伊豆的舞女,8.5,剧情,,52,41,22,0.332867133,#373420,0.276503497,#AFBBB5,0.177132867,#C09672,0.165734266,#5A7B77,0.047762238,#A4657F,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p939020358.jpg,https://movie.douban.com/subject/1421733/
179,小森林 夏秋篇,8.9,剧情,,52,73,83,0.473916084,#D3BE39,0.19034965,#AF7C3B,0.187482517,#C5B171,0.111888112,#D3DAC9,0.036363636,#58473D,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2221319641.jpg,https://movie.douban.com/subject/25814705/
180,家族之苦2,8.4,喜剧,家庭,52,83,95,0.323146853,#F2D62A,0.278951049,#A76D59,0.213986014,#E2BFA8,0.110769231,#271B18,0.073146853,#E8712E,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458687725.jpg,https://movie.douban.com/subject/26848504/
181,何时是读书天,8.2,剧情,爱情,54,5,84,0.500769231,#D5D4CA,0.248391608,#F4F3ED,0.157202797,#DAA18D,0.051608392,#625A5D,0.042027972,#A14A3B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1709962051.jpg,https://movie.douban.com/subject/1776964/
182,秋日和,8.5,剧情,家庭,54,29,93,0.342377622,#ECE5A7,0.192587413,#20201E,0.169020979,#7B5837,0.151748252,#DEBC56,0.144265734,#CE7529,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2018420464.jpg,https://movie.douban.com/subject/1401843/
183,我们与驻在先生的700日战争,8.2,喜剧,喜剧,54,78,95,0.581048951,#F3E035,0.128811189,#BFB15C,0.122797203,#3C3223,0.12041958,#E3E2DF,0.046923077,#676087,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p476603837.jpg,https://movie.douban.com/subject/2361269/
184,星守之犬,8.2,剧情,,55,82,97,0.512237762,#F8E82D,0.232797203,#E2F1F4,0.124335664,#C6A330,0.072517483,#463923,0.058111888,#E1D29B,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1172859854.jpg,https://movie.douban.com/subject/5247058/
185,龙三和他的七人党,7.6,喜剧,动作,55,84,94,0.279160839,#F0DE25,0.272797203,#A67E22,0.226853147,#18181F,0.126293706,#604C2B,0.094895105,#B3AE9F,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2224229425.jpg,https://movie.douban.com/subject/26252157/
186,亚人2：冲突,8.3,剧情,动画,56,8,10,0.42986014,#1A1A18,0.256153846,#433A2F,0.151188811,#7A6E5F,0.097202797,#B9AF78,0.065594406,#D1CEC1,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2327065799.jpg,https://movie.douban.com/subject/26675621/
187,隐剑鬼爪,8.1,剧情,爱情,57,6,95,0.413916084,#F2F2E4,0.181258741,#7F7365,0.161818182,#FEFEFE,0.138601399,#21201E,0.104405594,#BAB193,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p691070850.jpg,https://movie.douban.com/subject/1309005/
188,母亲,8.6,剧情,家庭,58,1,98,0.370629371,#FBFBF9,0.189160839,#313530,0.166783217,#AE905D,0.154895105,#E1D4AB,0.118531469,#736546,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1176372745.jpg,https://movie.douban.com/subject/2000741/
189,父亲与伊藤先生,7.7,剧情,家庭,58,87,97,0.45020979,#F7EE20,0.227832168,#E9D0BE,0.149440559,#30292E,0.09041958,#6B90A8,0.082097902,#6BB636,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2365303540.jpg,https://movie.douban.com/subject/26642163/
